"","lambda","score_var","score_val","fold","data"
"1",1,"xentropy",2.70298909388212,1,"train"
"2",0.794328234724281,"xentropy",2.70235512984872,1,"train"
"3",0.630957344480193,"xentropy",2.70211341507828,1,"train"
"4",0.501187233627272,"xentropy",2.70211463771524,1,"train"
"5",0.398107170553497,"xentropy",2.70211696594281,1,"train"
"6",0.316227766016838,"xentropy",2.70211734302697,1,"train"
"7",0.251188643150958,"xentropy",2.70211740080209,1,"train"
"8",0.199526231496888,"xentropy",2.7021173995176,1,"train"
"9",0.158489319246111,"xentropy",2.62166378525296,1,"train"
"10",0.125892541179417,"xentropy",2.521451719913,1,"train"
"11",0.1,"xentropy",2.39368570325401,1,"train"
"12",0.0794328234724281,"xentropy",2.27904419609672,1,"train"
"13",0.0630957344480193,"xentropy",2.17116641549686,1,"train"
"14",0.0501187233627272,"xentropy",2.0733732649968,1,"train"
"15",0.0398107170553497,"xentropy",1.98221979913131,1,"train"
"16",0.0316227766016838,"xentropy",1.90935356410916,1,"train"
"17",0.0251188643150958,"xentropy",1.84427049810877,1,"train"
"18",0.0199526231496888,"xentropy",1.76662524531632,1,"train"
"19",0.0158489319246111,"xentropy",1.69559939156379,1,"train"
"20",0.0125892541179417,"xentropy",1.62739631471143,1,"train"
"21",0.01,"xentropy",1.57073160687049,1,"train"
"22",0.00794328234724281,"xentropy",1.51855028963161,1,"train"
"23",0.00630957344480193,"xentropy",1.48131788890925,1,"train"
"24",0.00501187233627272,"xentropy",1.45600892904641,1,"train"
"25",0.00398107170553497,"xentropy",1.45160794838947,1,"train"
"26",0.00316227766016838,"xentropy",1.46409318495136,1,"train"
"27",0.00251188643150958,"xentropy",1.48311833937637,1,"train"
"28",0.00199526231496888,"xentropy",1.52523577250237,1,"train"
"29",0.00158489319246111,"xentropy",1.5589593072165,1,"train"
"30",0.00125892541179417,"xentropy",1.616299566251,1,"train"
"31",0.001,"xentropy",1.6920546164967,1,"train"
"32",0.000794328234724281,"xentropy",1.78194435627134,1,"train"
"33",0.000630957344480193,"xentropy",1.88880762063173,1,"train"
"34",0.000501187233627272,"xentropy",2.00749762868163,1,"train"
"35",0.000398107170553497,"xentropy",2.13720624238212,1,"train"
"36",0.000316227766016838,"xentropy",2.27808619063012,1,"train"
"37",0.000251188643150958,"xentropy",2.39794960676417,1,"train"
"38",0.000199526231496888,"xentropy",2.52832144963621,1,"train"
"39",0.000158489319246111,"xentropy",2.66598582255477,1,"train"
"40",0.000125892541179417,"xentropy",2.81083862092535,1,"train"
"41",1e-04,"xentropy",2.86581817957591,1,"train"
"42",1,"xentropy",2.8511620473747,2,"train"
"43",0.794328234724281,"xentropy",2.84948020058307,2,"train"
"44",0.630957344480193,"xentropy",2.84946086583297,2,"train"
"45",0.501187233627272,"xentropy",2.84944664145105,2,"train"
"46",0.398107170553497,"xentropy",2.84944794113947,2,"train"
"47",0.316227766016838,"xentropy",2.84944838187205,2,"train"
"48",0.251188643150958,"xentropy",2.84944841896487,2,"train"
"49",0.199526231496888,"xentropy",2.84944842052755,2,"train"
"50",0.158489319246111,"xentropy",2.80278699417505,2,"train"
"51",0.125892541179417,"xentropy",2.64308862966255,2,"train"
"52",0.1,"xentropy",2.47459436627853,2,"train"
"53",0.0794328234724281,"xentropy",2.33916858252115,2,"train"
"54",0.0630957344480193,"xentropy",2.22275736614986,2,"train"
"55",0.0501187233627272,"xentropy",2.09910090985683,2,"train"
"56",0.0398107170553497,"xentropy",1.98502362909863,2,"train"
"57",0.0316227766016838,"xentropy",1.88480630659725,2,"train"
"58",0.0251188643150958,"xentropy",1.79419943239322,2,"train"
"59",0.0199526231496888,"xentropy",1.7053875548146,2,"train"
"60",0.0158489319246111,"xentropy",1.6298654320982,2,"train"
"61",0.0125892541179417,"xentropy",1.57185979431806,2,"train"
"62",0.01,"xentropy",1.53302732220427,2,"train"
"63",0.00794328234724281,"xentropy",1.50749621875331,2,"train"
"64",0.00630957344480193,"xentropy",1.49988391898003,2,"train"
"65",0.00501187233627272,"xentropy",1.50948063242852,2,"train"
"66",0.00398107170553497,"xentropy",1.54071301250265,2,"train"
"67",0.00316227766016838,"xentropy",1.57203658634597,2,"train"
"68",0.00251188643150958,"xentropy",1.63059552156901,2,"train"
"69",0.00199526231496888,"xentropy",1.68655852533881,2,"train"
"70",0.00158489319246111,"xentropy",1.76541767320152,2,"train"
"71",0.00125892541179417,"xentropy",1.86026094415304,2,"train"
"72",0.001,"xentropy",1.97069076730283,2,"train"
"73",0.000794328234724281,"xentropy",2.10090107358488,2,"train"
"74",0.000630957344480193,"xentropy",2.24797202473787,2,"train"
"75",0.000501187233627272,"xentropy",2.41394598450267,2,"train"
"76",0.000398107170553497,"xentropy",2.59336384131301,2,"train"
"77",0.000316227766016838,"xentropy",2.76015260228032,2,"train"
"78",0.000251188643150958,"xentropy",2.94202557148725,2,"train"
"79",0.000199526231496888,"xentropy",3.14009815204257,2,"train"
"80",0.000158489319246111,"xentropy",3.35221260712304,2,"train"
"81",0.000125892541179417,"xentropy",3.5324642290385,2,"train"
"82",1e-04,"xentropy",3.72594792539353,2,"train"
"83",1,"xentropy",2.66017587136109,3,"train"
"84",0.794328234724281,"xentropy",2.66027378406911,3,"train"
"85",0.630957344480193,"xentropy",2.6602463035358,3,"train"
"86",0.501187233627272,"xentropy",2.66022605277349,3,"train"
"87",0.398107170553497,"xentropy",2.66022486000437,3,"train"
"88",0.316227766016838,"xentropy",2.66022486977185,3,"train"
"89",0.251188643150958,"xentropy",2.66022488580041,3,"train"
"90",0.199526231496888,"xentropy",2.66022489051561,3,"train"
"91",0.158489319246111,"xentropy",2.58862924287571,3,"train"
"92",0.125892541179417,"xentropy",2.50618990219328,3,"train"
"93",0.1,"xentropy",2.39036686370236,3,"train"
"94",0.0794328234724281,"xentropy",2.2799698422239,3,"train"
"95",0.0630957344480193,"xentropy",2.16947444341823,3,"train"
"96",0.0501187233627272,"xentropy",2.07392360657465,3,"train"
"97",0.0398107170553497,"xentropy",1.98779426160564,3,"train"
"98",0.0316227766016838,"xentropy",1.91499076878651,3,"train"
"99",0.0251188643150958,"xentropy",1.85829025083085,3,"train"
"100",0.0199526231496888,"xentropy",1.80333346940897,3,"train"
"101",0.0158489319246111,"xentropy",1.74578767750172,3,"train"
"102",0.0125892541179417,"xentropy",1.67857651263988,3,"train"
"103",0.01,"xentropy",1.61316303007298,3,"train"
"104",0.00794328234724281,"xentropy",1.55363967140965,3,"train"
"105",0.00630957344480193,"xentropy",1.51430332792395,3,"train"
"106",0.00501187233627272,"xentropy",1.49062793392534,3,"train"
"107",0.00398107170553497,"xentropy",1.47673800718439,3,"train"
"108",0.00316227766016838,"xentropy",1.48356162166063,3,"train"
"109",0.00251188643150958,"xentropy",1.50544396200043,3,"train"
"110",0.00199526231496888,"xentropy",1.53584747332865,3,"train"
"111",0.00158489319246111,"xentropy",1.59905264843701,3,"train"
"112",0.00125892541179417,"xentropy",1.66598693454237,3,"train"
"113",0.001,"xentropy",1.75676461080833,3,"train"
"114",0.000794328234724281,"xentropy",1.8435733727614,3,"train"
"115",0.000630957344480193,"xentropy",1.94373689743488,3,"train"
"116",0.000501187233627272,"xentropy",2.06231954973524,3,"train"
"117",0.000398107170553497,"xentropy",2.19546943821011,3,"train"
"118",0.000316227766016838,"xentropy",2.34398752733136,3,"train"
"119",0.000251188643150958,"xentropy",2.47745024360963,3,"train"
"120",0.000199526231496888,"xentropy",2.6191946073696,3,"train"
"121",0.000158489319246111,"xentropy",2.76819368275997,3,"train"
"122",0.000125892541179417,"xentropy",2.92666984534194,3,"train"
"123",1e-04,"xentropy",2.9704296854969,3,"train"
"124",1,"xentropy",2.76565373578773,4,"train"
"125",0.794328234724281,"xentropy",2.7649327363824,4,"train"
"126",0.630957344480193,"xentropy",2.76480960300138,4,"train"
"127",0.501187233627272,"xentropy",2.76482452054582,4,"train"
"128",0.398107170553497,"xentropy",2.76482721839127,4,"train"
"129",0.316227766016838,"xentropy",2.7648275172977,4,"train"
"130",0.251188643150958,"xentropy",2.76482754218041,4,"train"
"131",0.199526231496888,"xentropy",2.76482753809003,4,"train"
"132",0.158489319246111,"xentropy",2.71355130271449,4,"train"
"133",0.125892541179417,"xentropy",2.56466617625081,4,"train"
"134",0.1,"xentropy",2.44036115322106,4,"train"
"135",0.0794328234724281,"xentropy",2.32803729239284,4,"train"
"136",0.0630957344480193,"xentropy",2.2251714033582,4,"train"
"137",0.0501187233627272,"xentropy",2.12975135119371,4,"train"
"138",0.0398107170553497,"xentropy",2.04275535296422,4,"train"
"139",0.0316227766016838,"xentropy",1.96250174789577,4,"train"
"140",0.0251188643150958,"xentropy",1.89338915171707,4,"train"
"141",0.0199526231496888,"xentropy",1.82862402312519,4,"train"
"142",0.0158489319246111,"xentropy",1.74636823352209,4,"train"
"143",0.0125892541179417,"xentropy",1.67727664939563,4,"train"
"144",0.01,"xentropy",1.6212935914686,4,"train"
"145",0.00794328234724281,"xentropy",1.5738132375953,4,"train"
"146",0.00630957344480193,"xentropy",1.55252113387148,4,"train"
"147",0.00501187233627272,"xentropy",1.55269166229408,4,"train"
"148",0.00398107170553497,"xentropy",1.57460578980628,4,"train"
"149",0.00316227766016838,"xentropy",1.61632708965844,4,"train"
"150",0.00251188643150958,"xentropy",1.68337944119535,4,"train"
"151",0.00199526231496888,"xentropy",1.77079235181618,4,"train"
"152",0.00158489319246111,"xentropy",1.86832430266319,4,"train"
"153",0.00125892541179417,"xentropy",1.98068557947608,4,"train"
"154",0.001,"xentropy",2.12003520773037,4,"train"
"155",0.000794328234724281,"xentropy",2.28104998138573,4,"train"
"156",0.000630957344480193,"xentropy",2.46614758025125,4,"train"
"157",0.000501187233627272,"xentropy",2.67511323514761,4,"train"
"158",0.000398107170553497,"xentropy",2.90570462131862,4,"train"
"159",0.000316227766016838,"xentropy",3.15163012352517,4,"train"
"160",0.000251188643150958,"xentropy",3.35647250610167,4,"train"
"161",0.000199526231496888,"xentropy",3.57486333742162,4,"train"
"162",0.000158489319246111,"xentropy",3.805553893843,4,"train"
"163",0.000125892541179417,"xentropy",3.91437655345783,4,"train"
"164",1e-04,"xentropy",4.18874623741066,4,"train"
"165",1,"xentropy",2.79915126922896,5,"train"
"166",0.794328234724281,"xentropy",2.79949948970135,5,"train"
"167",0.630957344480193,"xentropy",2.79957692565865,5,"train"
"168",0.501187233627272,"xentropy",2.79958815826956,5,"train"
"169",0.398107170553497,"xentropy",2.79958893492566,5,"train"
"170",0.316227766016838,"xentropy",2.79958893194563,5,"train"
"171",0.251188643150958,"xentropy",2.799588915044,5,"train"
"172",0.199526231496888,"xentropy",2.79958891116538,5,"train"
"173",0.158489319246111,"xentropy",2.76134118406787,5,"train"
"174",0.125892541179417,"xentropy",2.61038351919835,5,"train"
"175",0.1,"xentropy",2.42190369536202,5,"train"
"176",0.0794328234724281,"xentropy",2.26071700255508,5,"train"
"177",0.0630957344480193,"xentropy",2.11766815353322,5,"train"
"178",0.0501187233627272,"xentropy",2.00044831433191,5,"train"
"179",0.0398107170553497,"xentropy",1.90994510319491,5,"train"
"180",0.0316227766016838,"xentropy",1.83972485795441,5,"train"
"181",0.0251188643150958,"xentropy",1.76808485810966,5,"train"
"182",0.0199526231496888,"xentropy",1.70066211932497,5,"train"
"183",0.0158489319246111,"xentropy",1.63207135737286,5,"train"
"184",0.0125892541179417,"xentropy",1.57127174962763,5,"train"
"185",0.01,"xentropy",1.51887203869469,5,"train"
"186",0.00794328234724281,"xentropy",1.4616731640131,5,"train"
"187",0.00630957344480193,"xentropy",1.41644256478419,5,"train"
"188",0.00501187233627272,"xentropy",1.38191674538659,5,"train"
"189",0.00398107170553497,"xentropy",1.36376877624022,5,"train"
"190",0.00316227766016838,"xentropy",1.35653964455666,5,"train"
"191",0.00251188643150958,"xentropy",1.35947105719593,5,"train"
"192",0.00199526231496888,"xentropy",1.37776264626504,5,"train"
"193",0.00158489319246111,"xentropy",1.41804053644852,5,"train"
"194",0.00125892541179417,"xentropy",1.47152142209112,5,"train"
"195",0.001,"xentropy",1.54614260346684,5,"train"
"196",0.000794328234724281,"xentropy",1.6217834475515,5,"train"
"197",0.000630957344480193,"xentropy",1.71122060160134,5,"train"
"198",0.000501187233627272,"xentropy",1.81385499376958,5,"train"
"199",0.000398107170553497,"xentropy",1.9292062821925,5,"train"
"200",0.000316227766016838,"xentropy",2.06031858850801,5,"train"
"201",0.000251188643150958,"xentropy",2.18672479276001,5,"train"
"202",0.000199526231496888,"xentropy",2.33160021088788,5,"train"
"203",0.000158489319246111,"xentropy",2.49145839766996,5,"train"
"204",0.000125892541179417,"xentropy",2.63517083369617,5,"train"
"205",1e-04,"xentropy",2.79385682777244,5,"train"
